7214,7317,134,4.528
8878,9133,123,4.722
7073,7340,189,4.458
5412,5606,136,4.561
1909,1995,141,4.355
7718,7996,147,3.659
7877,8107,216,3.648
3293,3512,158,3.644
5730,5992,127,3.635
4654,4872,115,3.627
3266,3383,130,3.645
6840,7002,132,3.63
6860,6963,120,3.662
4381,4471,112,3.656
3716,3875,125,3.612
3358,3706,221,3.702
6914,7377,175,3.661
4783,5076,142,3.725
9369,9741,243,3.695
4990,5194,105,3.671
4769,4906,160,3.793
1616,1896,150,3.652
6265,6427,98,3.628
9188,9566,156,3.663
880,955,122,3.616
4637,4741,156,3.654
308,733,133,3.631
1051,1798,141,3.654
5783,6276,177,3.715
315,668,154,3.651
1895,2048,149,3.686
3534,3705,155,3.661
9756,9826,123,3.792
8006,8369,184,3.653
1459,1588,135,3.782
7415,7697,190,3.695
7600,7817,195,3.772
7465,7626,152,3.652
9283,9417,161,3.627
4328,4706,210,3.638
5304,5476,178,3.721
8430,8594,121,3.672
5307,5462,121,3.638
2529,2595,108,3.63
7873,8068,131,3.663
6713,6920,167,3.661
1585,2025,176,3.65
8649,8887,172,3.638
389,483,137,3.66
4213,4299,125,3.623
4741,4909,159,3.628
9788,9976,152,3.692
1858,2003,135,3.684
7963,8528,180,3.663
8590,8839,133,3.667
5656,5956,190,4.061
3580,3621,94,3.675
6902,7072,178,3.637
4405,4701,218,3.663
9078,9185,104,3.635
7116,7239,129,3.704
9379,9563,178,3.681
2260,2464,200,3.649
7436,7717,215,3.695
1753,1893,179,3.651
1169,1744,176,3.858
1868,2051,135,3.762
9567,9699,116,3.699
731,873,116,3.663
2797,2871,115,3.763
1015,1244,151,3.68
4897,4993,157,3.658
9456,9607,123,3.652
6106,6237,113,3.665
3597,3705,100,3.647
7543,7654,156,3.651
3215,3387,153,3.629
2899,2967,126,3.653
9781,9985,170,3.658
7051,7204,139,3.661
5699,6080,130,3.637
5036,5140,114,3.645
1721,1933,139,3.623
2280,2588,176,3.663
2597,2891,146,3.683
2507,2601,130,3.645
1493,1620,135,3.64
1344,1447,171,3.645
89,225,250,3.626
635,797,168,3.678
256,414,200,3.667
3486,3533,102,3.65
6172,6313,127,3.621
5157,5488,155,4.187
5557,5832,131,3.68
3082,3168,145,3.671
5752,6144,265,3.788
6162,6257,115,3.633
1718,1851,159,3.634
6164,6407,165,3.651
